Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,86,15,0,0,13,1,9.63321
1,0,3873,499,0,0,13,1,9.63321
1,1,70,12,0,0,13,1,9.32211
1,0,3873,487,0,0,13,1,9.32211
1,1,86,14,0,0,13,1,9.59267
1,0,3873,496,0,0,13,1,9.59267
1,1,85,15,0,0,13,1,10.4275
1,0,3873,484,0,0,13,1,10.4275
1,1,88,17,0,0,13,1,9.99902
1,0,3873,479,0,0,13,1,9.99902
1,1,78,13,0,0,13,1,9.31408
1,0,3873,498,0,0,13,1,9.31408
1,1,75,12,0,0,13,1,9.92233
1,0,3873,477,0,0,13,1,9.92233
1,1,99,16,0,0,13,1,9.89927
1,0,3873,490,0,0,13,1,9.89927
1,1,79,13,0,0,13,1,9.34417
1,0,3873,473,0,0,13,1,9.34417
1,1,76,14,0,0,13,1,10.0625
1,0,3873,489,0,0,13,1,10.0625
