Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,85,26,0,0,9,1,10.842
1,0,3873,699,0,0,9,1,10.842
1,1,85,27,0,0,9,1,11.4357
1,0,3873,712,0,0,9,1,11.4357
1,1,76,24,0,0,7,1,9.34233
1,0,3873,743,0,0,7,1,9.34233
1,1,64,20,0,0,10,1,11.0369
1,0,3873,711,0,0,10,1,11.0369
1,1,106,34,0,0,8,1,12.6794
1,0,3873,703,0,0,8,1,12.6794
1,1,68,20,0,0,8,1,9.22411
1,0,3873,723,0,0,8,1,9.22411
1,1,73,23,0,0,9,1,9.16249
1,0,3873,757,0,0,9,1,9.16249
1,1,86,28,0,0,9,1,10.6365
1,0,3873,750,0,0,9,1,10.6365
1,1,87,31,0,0,11,1,9.71517
1,0,3873,719,0,0,11,1,9.71517
1,1,89,29,0,0,9,1,12.0533
1,0,3873,710,0,0,9,1,12.0533
