Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,82,25,0,0,9,1,13.5418
1,0,4853,873,0,0,9,1,13.5418
1,1,95,28,0,0,9,1,14.2891
1,0,4853,886,0,0,9,1,14.2891
1,1,83,25,0,0,7,1,11.6743
1,0,4853,936,0,0,7,1,11.6743
1,1,64,19,0,0,10,1,13.7936
1,0,4853,915,0,0,10,1,13.7936
1,1,94,29,0,0,8,1,15.8418
1,0,4853,862,0,0,8,1,15.8418
1,1,86,26,0,0,8,1,11.5305
1,0,4853,913,0,0,8,1,11.5305
1,1,86,26,0,0,9,1,11.4481
1,0,4853,934,0,0,9,1,11.4481
1,1,104,33,0,0,9,1,13.2964
1,0,4853,918,0,0,9,1,13.2964
1,1,76,22,0,0,11,1,12.1354
1,0,4853,903,0,0,11,1,12.1354
1,1,108,33,0,0,9,1,15.0626
1,0,4853,882,0,0,9,1,15.0626
