Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,44,14,0,0,8,1,2.26536
1,0,933,188,0,0,8,1,2.26536
1,1,44,18,0,0,7,1,2.12217
1,0,933,205,0,0,7,1,2.12217
1,1,33,11,0,0,7,1,2.04445
1,0,933,191,0,0,7,1,2.04445
1,1,29,10,0,0,7,1,1.91238
1,0,933,208,0,0,7,1,1.91238
1,1,39,13,0,0,9,1,2.43267
1,0,933,184,0,0,9,1,2.43267
1,1,33,12,0,0,8,1,2.1598
1,0,933,216,0,0,8,1,2.1598
1,1,36,13,0,0,7,1,2.11865
1,0,933,192,0,0,7,1,2.11865
1,1,47,19,0,0,7,1,1.91926
1,0,933,197,0,0,7,1,1.91926
1,1,32,11,0,0,8,1,2.12172
1,0,933,193,0,0,8,1,2.12172
1,1,37,12,0,0,7,1,1.73461
1,0,933,196,0,0,7,1,1.73461
