Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,41,6,0,0,6,1,2.90932
1,0,553,52,0,0,6,1,2.90932
0,1,235,275,0,209,8,5,2.62379
0,0,553,128,0,0,8,5,2.62379
1,1,39,5,0,0,8,1,2.19977
1,0,553,54,0,0,8,1,2.19977
0,1,231,251,0,189,8,5,2.13068
0,0,553,124,0,0,8,5,2.13068
1,1,47,8,0,0,8,1,2.52155
1,0,553,55,0,0,8,1,2.52155
0,1,197,206,0,153,8,5,2.33769
0,0,553,140,0,0,8,5,2.33769
1,1,23,4,0,0,7,1,2.18087
1,0,553,54,0,0,7,1,2.18087
0,1,186,125,0,77,7,4,2.12283
0,0,553,100,0,0,7,4,2.12283
1,1,54,9,0,0,7,1,2.24819
1,0,553,56,0,0,7,1,2.24819
0,1,181,139,0,93,7,4,2.0668
0,0,553,108,0,0,7,4,2.0668
1,1,42,6,0,0,7,1,2.32031
1,0,553,53,0,0,7,1,2.32031
0,1,184,133,0,86,7,5,2.10547
0,0,553,108,0,0,7,5,2.10547
1,1,36,5,0,0,7,1,2.37382
1,0,553,56,0,0,7,1,2.37382
0,1,185,145,0,98,7,4,2.26894
0,0,553,125,0,0,7,4,2.26894
1,1,20,4,0,0,5,1,2.29035
1,0,553,53,0,0,5,1,2.29035
0,1,153,108,0,70,5,4,2.27217
0,0,553,122,0,0,5,4,2.27217
1,1,20,4,0,0,6,1,2.29427
1,0,553,54,0,0,6,1,2.29427
0,1,168,130,0,85,6,4,2.24595
0,0,553,118,0,0,6,4,2.24595
1,1,38,8,0,0,6,1,2.21047
1,0,553,52,0,0,6,1,2.21047
0,1,168,117,0,75,6,5,2.13181
0,0,553,113,0,0,6,5,2.13181
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,235,316,0,247,8,5,12,2.62379
0,0,553,133,0,0,8,5,0,2.62379
0,1,231,286,0,221,8,5,11,2.13068
0,0,553,137,0,0,8,5,0,2.13068
0,1,197,223,0,167,8,5,9,2.33769
0,0,553,149,0,0,8,5,0,2.33769
0,1,186,136,0,88,7,4,8,2.12283
0,0,553,106,0,0,7,4,0,2.12283
0,1,181,154,0,105,7,4,8,2.0668
0,0,553,118,0,0,7,4,0,2.0668
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,235,312,0,245,8,5,12,2.62379
0,0,553,137,0,0,8,5,0,2.62379
0,1,231,290,0,223,8,5,11,2.13068
0,0,553,151,0,0,8,5,0,2.13068
0,1,197,229,0,171,8,5,9,2.33769
0,0,553,152,0,0,8,5,0,2.33769
0,1,186,141,0,90,7,4,8,2.12283
0,0,553,110,0,0,7,4,0,2.12283
0,1,181,154,0,103,7,4,8,2.0668
0,0,553,127,0,0,7,4,0,2.0668
