Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,77,25,0,0,9,1,8.13997
1,0,2893,515,0,0,9,1,8.13997
1,1,72,21,0,0,9,1,8.5815
1,0,2893,527,0,0,9,1,8.5815
1,1,58,21,0,0,7,1,7.00734
1,0,2893,549,0,0,7,1,7.00734
1,1,75,21,0,0,10,1,8.28274
1,0,2893,535,0,0,10,1,8.28274
1,1,76,24,0,0,8,1,9.50799
1,0,2893,520,0,0,8,1,9.50799
1,1,62,18,0,0,8,1,6.92601
1,0,2893,541,0,0,8,1,6.92601
1,1,62,18,0,0,9,1,6.87412
1,0,2893,542,0,0,9,1,6.87412
1,1,62,19,0,0,9,1,7.98002
1,0,2893,542,0,0,9,1,7.98002
1,1,64,18,0,0,11,1,7.28967
1,0,2893,537,0,0,11,1,7.28967
1,1,55,17,0,0,9,1,9.03587
1,0,2893,508,0,0,9,1,9.03587
