Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,42,7,0,0,13,1,2.26999
1,0,933,111,0,0,13,1,2.26999
1,1,42,7,0,0,13,1,2.21904
1,0,933,114,0,0,13,1,2.21904
1,1,46,9,0,0,13,1,2.28623
1,0,933,111,0,0,13,1,2.28623
1,1,58,9,0,0,13,1,2.47179
1,0,933,105,0,0,13,1,2.47179
1,1,47,8,0,0,13,1,2.35614
1,0,933,111,0,0,13,1,2.35614
1,1,41,7,0,0,13,1,2.21192
1,0,933,109,0,0,13,1,2.21192
1,1,61,10,0,0,13,1,2.37727
1,0,933,113,0,0,13,1,2.37727
1,1,66,11,0,0,13,1,2.33061
1,0,933,111,0,0,13,1,2.33061
1,1,38,6,0,0,13,1,2.22543
1,0,933,108,0,0,13,1,2.22543
1,1,45,8,0,0,13,1,2.39742
1,0,933,109,0,0,13,1,2.39742
