Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,88,13,0,0,6,1,5.78102
1,0,1133,107,0,0,6,1,5.78102
0,1,343,306,0,212,8,6,5.16854
0,0,1133,284,0,0,8,6,5.16854
1,1,41,6,0,0,8,1,4.33624
1,0,1133,112,0,0,8,1,4.33624
0,1,359,332,0,236,8,5,4.20053
0,0,1133,274,0,0,8,5,4.20053
1,1,57,8,0,0,8,1,4.97388
1,0,1133,121,0,0,8,1,4.97388
0,1,356,385,0,282,8,5,4.63516
0,0,1133,307,0,0,8,5,4.63516
1,1,27,4,0,0,7,1,4.3145
1,0,1133,112,0,0,7,1,4.3145
0,1,327,237,0,146,7,4,4.22545
0,0,1133,214,0,0,7,4,4.22545
1,1,45,6,0,0,7,1,4.37124
1,0,1133,109,0,0,7,1,4.37124
0,1,260,141,0,75,7,4,4.0716
0,0,1133,249,0,0,7,4,4.0716
1,1,64,10,0,0,7,1,4.59995
1,0,1133,111,0,0,7,1,4.59995
0,1,325,235,0,149,7,5,4.17386
0,0,1133,235,0,0,7,5,4.17386
1,1,27,4,0,0,7,1,4.68983
1,0,1133,115,0,0,7,1,4.68983
0,1,324,267,0,175,7,5,4.5224
0,0,1133,254,0,0,7,5,4.5224
1,1,47,6,0,0,5,1,4.56727
1,0,1133,113,0,0,5,1,4.56727
0,1,257,201,0,132,5,4,4.52828
0,0,1133,281,0,0,5,4,4.52828
1,1,31,4,0,0,6,1,4.55538
1,0,1133,108,0,0,6,1,4.55538
0,1,290,209,0,133,6,4,4.47689
0,0,1133,259,0,0,6,4,4.47689
1,1,47,6,0,0,6,1,4.37485
1,0,1133,106,0,0,6,1,4.37485
0,1,290,203,0,124,6,5,4.22744
0,0,1133,237,0,0,6,5,4.22744
