Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,238,659,0,554,9,6,2.55842
0,0,933,443,0,0,9,6,2.55842
0,1,280,1076,0,942,9,4,2.63161
0,0,933,557,0,0,9,4,2.63161
0,1,217,520,1,423,7,4,2.24636
0,0,933,490,0,0,7,4,2.24636
0,1,270,941,0,820,10,3,2.67259
0,0,933,557,0,0,10,3,2.67259
0,1,482,3631,0,3389,7,4,2.99655
0,0,933,504,0,0,7,4,2.99655
0,1,229,409,0,307,8,5,2.13535
0,0,933,362,0,0,8,5,2.13535
0,1,242,611,0,506,9,7,2.09856
0,0,933,464,0,0,9,7,2.09856
0,1,241,602,0,493,9,5,2.42694
0,0,933,410,0,0,9,5,2.42694
0,1,339,1461,0,1306,10,5,2.27137
0,0,933,468,0,0,10,5,2.27137
0,1,234,791,1,684,9,3,2.74884
0,0,933,521,0,0,9,3,2.74884
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,248,647,0,535,9,6,2.64497
0,0,933,484,0,0,9,6,2.64497
0,1,292,1061,0,923,8,4,2.72656
0,0,933,588,0,0,8,4,2.72656
0,1,225,508,0,405,7,5,2.31251
0,0,933,509,0,0,7,5,2.31251
0,1,263,791,1,668,10,5,2.73022
0,0,933,572,0,0,10,5,2.73022
0,1,570,4832,0,4539,8,5,3.12087
0,0,933,518,0,0,8,5,3.12087
0,1,240,414,0,307,7,4,2.20013
0,0,933,393,0,0,7,4,2.20013
0,1,256,645,0,528,9,5,2.16175
0,0,933,477,0,0,9,5,2.16175
0,1,295,934,1,792,9,4,2.50973
0,0,933,442,0,0,9,4,2.50973
0,1,406,1920,1,1721,10,6,2.35752
0,0,933,493,0,0,10,6,2.35752
0,1,245,756,0,644,9,5,2.85889
0,0,933,553,0,0,9,5,2.85889
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,466,1504,0,1243,8,4,4.41862
0,0,1913,1183,0,0,8,4,4.41862
0,1,443,1524,4,1265,7,4,4.18862
0,0,1913,1358,0,0,7,4,4.18862
0,1,627,2895,0,2527,8,4,4.02156
0,0,1913,1362,0,0,8,4,4.02156
0,1,352,792,1,596,7,5,3.77283
0,0,1913,1214,0,0,7,5,3.77283
0,1,460,1662,2,1402,9,4,4.74864
0,0,1913,1472,0,0,9,4,4.74864
0,1,376,971,0,764,8,5,4.21906
0,0,1913,1305,0,0,8,5,4.21906
0,1,347,772,1,577,7,5,4.14756
0,0,1913,1158,0,0,7,5,4.14756
0,1,352,812,0,616,7,4,3.71742
0,0,1913,1229,0,0,7,4,3.71742
0,1,379,982,3,760,8,3,4.19338
0,0,1913,1194,0,0,8,3,4.19338
0,1,355,662,1,472,7,3,3.42346
0,0,1913,977,0,0,7,3,3.42346
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,460,1293,1,1031,8,6,4.57116
0,0,1913,1263,0,0,8,6,4.57116
0,1,365,904,2,695,7,5,4.29939
0,0,1913,1467,0,0,7,5,4.29939
0,1,668,2974,0,2577,7,6,4.15324
0,0,1913,1419,0,0,7,6,4.15324
0,1,370,790,0,577,7,6,3.87614
0,0,1913,1317,0,0,7,6,3.87614
0,1,487,1686,1,1406,9,6,4.9214
0,0,1913,1561,0,0,9,6,4.9214
0,1,397,1016,3,790,8,6,4.3735
0,0,1913,1412,0,0,8,6,4.3735
0,1,365,780,0,572,7,5,4.29007
0,0,1913,1250,0,0,7,5,4.29007
0,1,336,611,2,422,7,6,3.81082
0,0,1913,1299,0,0,7,6,3.81082
0,1,397,947,1,719,8,4,4.30992
0,0,1913,1318,0,0,8,4,4.30992
0,1,372,709,1,504,7,5,3.53775
0,0,1913,1040,0,0,7,5,3.53775
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,524,1900,0,1727,13,5,4.39602
0,0,1913,1305,0,0,13,5,4.39602
0,1,529,2107,0,1933,13,6,4.31946
0,0,1913,1256,0,0,13,6,4.31946
0,1,649,3205,0,2982,13,4,4.47354
0,0,1913,1227,0,0,13,4,4.47354
0,1,755,4704,0,4443,13,4,4.78405
0,0,1913,1261,0,0,13,4,4.78405
0,1,521,1959,0,1786,13,4,4.55497
0,0,1913,1217,0,0,13,4,4.55497
0,1,556,2157,0,1969,13,5,4.30198
0,0,1913,1276,0,0,13,5,4.30198
0,1,525,1868,0,1692,13,5,4.55049
0,0,1913,1172,0,0,13,5,4.55049
0,1,644,3346,0,3123,13,5,4.47888
0,0,1913,1206,0,0,13,5,4.47888
0,1,531,1734,0,1556,13,3,4.35786
0,0,1913,1139,0,0,13,3,4.35786
0,1,582,2645,0,2447,13,5,4.65353
0,0,1913,1175,0,0,13,5,4.65353
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,559,2019,0,1833,13,6,4.54635
0,0,1913,1436,0,0,13,6,4.54635
0,1,559,2018,0,1828,13,8,4.46165
0,0,1913,1384,0,0,13,8,4.46165
0,1,590,2183,0,1982,13,7,4.6175
0,0,1913,1301,0,0,13,7,4.6175
0,1,552,1978,0,1788,13,7,4.92388
0,0,1913,1354,0,0,13,7,4.92388
0,1,553,1877,0,1692,13,6,4.71539
0,0,1913,1349,0,0,13,6,4.71539
0,1,590,2353,0,2151,13,7,4.45106
0,0,1913,1387,0,0,13,7,4.45106
0,1,555,1815,0,1631,13,7,4.70642
0,0,1913,1237,0,0,13,7,4.70642
0,1,622,2535,0,2320,13,7,4.62326
0,0,1913,1319,0,0,13,7,4.62326
0,1,562,1785,0,1596,13,6,4.48902
0,0,1913,1248,0,0,13,6,4.48902
0,1,681,3257,0,3023,13,6,4.82826
0,0,1913,1268,0,0,13,6,4.82826
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,396,1047,0,859,9,3,5.08034
0,0,1913,1240,0,0,9,3,5.08034
0,1,395,1240,0,1049,9,4,5.22798
0,0,1913,1411,0,0,9,4,5.22798
0,1,349,790,0,629,7,5,4.46558
0,0,1913,1192,0,0,7,5,4.46558
0,1,432,1360,0,1150,10,4,5.31993
0,0,1913,1395,0,0,10,4,5.31993
0,1,671,3540,2,3189,7,4,5.92404
0,0,1913,1250,0,0,7,4,5.92404
0,1,377,693,2,511,8,5,4.25806
0,0,1913,848,0,0,8,5,4.25806
0,1,404,1019,1,826,9,5,4.17954
0,0,1913,1106,0,0,9,5,4.17954
0,1,401,1013,0,818,9,6,4.83938
0,0,1913,1000,0,0,9,6,4.83938
0,1,492,1750,0,1517,10,5,4.49456
0,0,1913,1137,0,0,10,5,4.49456
0,1,390,1266,0,1080,9,3,5.47052
0,0,1913,1314,0,0,9,3,5.47052
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,414,1070,0,869,9,6,5.23148
0,0,1913,1190,0,0,9,6,5.23148
0,1,478,1724,1,1487,9,6,5.39396
0,0,1913,1497,0,0,9,6,5.39396
0,1,363,793,1,616,7,5,4.58144
0,0,1913,1283,0,0,7,5,4.58144
0,1,450,1359,0,1138,10,5,5.43713
0,0,1913,1423,0,0,10,5,5.43713
0,1,646,2842,0,2510,7,5,6.13164
0,0,1913,1300,0,0,7,5,6.13164
0,1,365,581,0,409,8,4,4.383
0,0,1913,972,0,0,8,4,4.383
0,1,399,902,1,713,9,5,4.30051
0,0,1913,1205,0,0,9,5,4.30051
0,1,522,1660,0,1396,9,4,4.99433
0,0,1913,1111,0,0,9,4,4.99433
0,1,522,1689,0,1433,10,6,4.64467
0,0,1913,1230,0,0,10,6,4.64467
0,1,407,1210,1,1010,9,5,5.67654
0,0,1913,1384,0,0,9,5,5.67654
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,659,2281,3,1897,8,4,6.6136
0,0,2893,2011,0,0,8,4,6.6136
0,1,622,2071,1,1699,7,4,6.26699
0,0,2893,2360,0,0,7,4,6.26699
0,1,903,4397,3,3849,8,3,6.01858
0,0,2893,2304,0,0,8,3,6.01858
0,1,485,1030,1,746,7,4,5.65172
0,0,2893,2092,0,0,7,4,5.65172
0,1,649,2547,0,2171,9,4,7.10603
0,0,2893,2586,0,0,9,4,7.10603
0,1,523,1401,0,1100,8,4,6.31876
0,0,2893,2266,0,0,8,4,6.31876
0,1,475,1069,5,785,7,3,6.21879
0,0,2893,1949,0,0,7,3,6.21879
0,1,486,1027,0,742,7,5,5.56458
0,0,2893,2107,0,0,7,5,5.56458
0,1,526,1419,2,1111,8,3,6.27963
0,0,2893,2073,0,0,8,3,6.27963
0,1,490,959,2,682,7,4,5.12581
0,0,2893,1635,0,0,7,4,5.12581
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,652,1888,0,1515,8,5,6.82613
0,0,2893,2235,0,0,8,5,6.82613
0,1,506,1128,1,830,7,5,6.43147
0,0,2893,2546,0,0,7,5,6.43147
0,1,966,4549,6,3956,7,5,6.21043
0,0,2893,2494,0,0,7,5,6.21043
0,1,513,1036,0,729,7,5,5.80003
0,0,2893,2280,0,0,7,5,5.80003
0,1,691,2412,2,2008,9,6,7.35444
0,0,2893,2764,0,0,9,6,7.35444
0,1,555,1360,0,1038,8,6,6.52763
0,0,2893,2482,0,0,8,6,6.52763
0,1,505,1059,2,755,7,6,6.41496
0,0,2893,2158,0,0,7,6,6.41496
0,1,463,844,1,574,7,5,5.69831
0,0,2893,2275,0,0,7,5,5.69831
0,1,555,1392,6,1055,8,4,6.4493
0,0,2893,2263,0,0,8,4,6.4493
0,1,519,1033,3,741,7,5,5.27909
0,0,2893,1790,0,0,7,5,5.27909
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1113,7595,0,7204,13,4,6.58667
0,0,2893,2348,0,0,13,4,6.58667
0,1,941,5082,0,4753,13,6,6.47101
0,0,2893,2267,0,0,13,6,6.47101
0,1,941,4792,0,4459,13,3,6.69946
0,0,2893,2201,0,0,13,3,6.69946
0,1,1148,8472,0,8066,13,4,7.16903
0,0,2893,2286,0,0,13,4,7.16903
0,1,741,3001,0,2749,13,4,6.82212
0,0,2893,2198,0,0,13,4,6.82212
0,1,799,3294,0,3023,13,4,6.44023
0,0,2893,2302,0,0,13,4,6.44023
0,1,749,2775,0,2520,13,3,6.81624
0,0,2893,2080,0,0,13,3,6.81624
0,1,935,5063,0,4739,13,6,6.7085
0,0,2893,2179,0,0,13,6,6.7085
0,1,854,3961,0,3669,13,3,6.52641
0,0,2893,2047,0,0,13,3,6.52641
0,1,838,3839,0,3549,13,4,6.96224
0,0,2893,2097,0,0,13,4,6.96224
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,802,2927,0,2654,13,5,6.78706
0,0,2893,2577,0,0,13,5,6.78706
0,1,704,2285,0,2038,13,7,6.66621
0,0,2893,2451,0,0,13,7,6.66621
0,1,802,2801,0,2523,13,7,6.90359
0,0,2893,2390,0,0,13,7,6.90359
0,1,791,3135,0,2858,13,7,7.36418
0,0,2893,2604,0,0,13,7,7.36418
0,1,795,2885,0,2603,13,6,7.04113
0,0,2893,2754,0,0,13,6,7.04113
0,1,854,3760,0,3447,13,7,6.64674
0,0,2893,2944,0,0,13,7,6.64674
0,1,799,3472,1,3177,13,6,7.02584
0,0,2893,2650,0,0,13,6,7.02584
0,1,850,3656,0,3346,13,6,6.8991
0,0,2893,2438,0,0,13,6,6.8991
0,1,807,3075,0,2794,13,6,6.70891
0,0,2893,2300,0,0,13,6,6.70891
0,1,891,3946,0,3633,13,7,7.20332
0,0,2893,2293,0,0,13,7,7.20332
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,553,1674,3,1394,9,4,7.60752
0,0,2893,2003,0,0,9,4,7.60752
0,1,642,2503,2,2178,9,3,7.82428
0,0,2893,2638,0,0,9,3,7.82428
0,1,478,1070,1,831,7,3,6.6901
0,0,2893,2183,0,0,7,3,6.6901
0,1,653,2365,5,2033,10,4,7.97587
0,0,2893,2668,0,0,10,4,7.97587
0,1,980,5984,2,5460,7,4,8.86724
0,0,2893,2275,0,0,7,4,8.86724
0,1,521,1005,1,747,8,4,6.37039
0,0,2893,1448,0,0,8,4,6.37039
0,1,568,1537,0,1252,9,4,6.25736
0,0,2893,1990,0,0,9,4,6.25736
0,1,559,1525,0,1240,9,4,7.25098
0,0,2893,1746,0,0,9,4,7.25098
0,1,702,2694,0,2342,10,4,6.72793
0,0,2893,1984,0,0,10,4,6.72793
0,1,542,1892,0,1618,9,4,8.19266
0,0,2893,2386,0,0,9,4,8.19266
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,585,1712,0,1413,9,6,7.82978
0,0,2893,2109,0,0,9,6,7.82978
0,1,582,1719,0,1427,9,6,8.06303
0,0,2893,2741,0,0,9,6,8.06303
0,1,500,1225,2,972,7,4,6.8661
0,0,2893,2312,0,0,7,4,6.8661
0,1,637,1964,0,1641,10,6,8.13468
0,0,2893,2696,0,0,10,6,8.13468
0,1,938,4535,0,4049,7,4,9.19047
0,0,2893,2389,0,0,7,4,9.19047
0,1,506,831,0,579,8,5,6.55767
0,0,2893,1617,0,0,8,5,6.55767
0,1,605,1530,2,1223,9,6,6.43096
0,0,2893,2168,0,0,9,6,6.43096
0,1,594,1495,4,1185,9,4,7.46585
0,0,2893,1946,0,0,9,4,7.46585
0,1,700,2207,0,1856,10,6,6.94399
0,0,2893,2228,0,0,10,6,6.94399
0,1,571,1859,2,1562,9,4,8.47389
0,0,2893,2564,0,0,9,4,8.47389
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,853,3059,4,2549,8,4,8.8138
0,0,3873,3106,0,0,8,4,8.8138
0,1,806,2892,0,2398,7,4,8.35515
0,0,3873,3691,0,0,7,4,8.35515
0,1,1188,6250,9,5500,8,4,8.01858
0,0,3873,3519,0,0,8,4,8.01858
0,1,619,1448,1,1074,7,3,7.53298
0,0,3873,3293,0,0,7,3,7.53298
0,1,840,3236,1,2736,9,3,9.47041
0,0,3873,4411,0,0,9,3,9.47041
0,1,669,2181,12,1755,8,4,8.41996
0,0,3873,3625,0,0,8,4,8.41996
0,1,608,1324,4,950,7,4,8.28566
0,0,3873,3110,0,0,7,4,8.28566
0,1,620,1617,6,1230,7,3,7.41775
0,0,3873,3317,0,0,7,3,7.41775
0,1,672,2140,8,1722,8,4,8.36985
0,0,3873,3348,0,0,8,4,8.36985
0,1,625,1365,7,993,7,3,6.83262
0,0,3873,2503,0,0,7,3,6.83262
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,842,2609,5,2095,8,5,9.08883
0,0,3873,3405,0,0,8,5,9.08883
0,1,645,1564,4,1168,7,5,8.56886
0,0,3873,4031,0,0,7,5,8.56886
0,1,992,3687,9,3072,7,5,8.27561
0,0,3873,3725,0,0,7,5,8.27561
0,1,655,1397,1,997,7,6,7.72286
0,0,3873,3370,0,0,7,6,7.72286
0,1,893,3433,7,2882,9,5,9.79689
0,0,3873,4187,0,0,9,5,9.79689
0,1,712,1831,6,1395,8,5,8.69719
0,0,3873,3767,0,0,8,5,8.69719
0,1,644,1364,1,965,7,5,8.54879
0,0,3873,3191,0,0,7,5,8.54879
0,1,586,1138,2,779,7,5,7.58625
0,0,3873,3434,0,0,7,5,7.58625
0,1,711,1904,1,1466,8,5,8.59324
0,0,3873,3370,0,0,8,5,8.59324
0,1,659,1346,5,963,7,6,7.03838
0,0,3873,2599,0,0,7,6,7.03838
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1463,11018,0,10492,13,4,8.77589
0,0,3873,3525,0,0,13,4,8.77589
0,1,1236,7071,0,6634,13,6,8.62267
0,0,3873,3419,0,0,13,6,8.62267
0,1,1233,6890,0,6445,13,4,8.92746
0,0,3873,3347,0,0,13,4,8.92746
0,1,1514,12461,0,11913,13,3,9.55455
0,0,3873,3530,0,0,13,3,9.55455
0,1,967,3881,0,3544,13,4,9.09231
0,0,3873,3361,0,0,13,4,9.09231
0,1,1039,4619,0,4253,13,3,8.58171
0,0,3873,3486,0,0,13,3,8.58171
0,1,975,3811,0,3473,13,3,9.08194
0,0,3873,3112,0,0,13,3,9.08194
0,1,1224,7065,0,6628,13,4,8.93838
0,0,3873,3268,0,0,13,4,8.93838
0,1,1114,5444,0,5043,13,3,8.6992
0,0,3873,3089,0,0,13,3,8.6992
0,1,1094,5454,0,5068,13,3,9.27955
0,0,3873,3206,0,0,13,3,9.27955
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1046,3972,0,3607,13,7,9.04066
0,0,3873,3948,0,0,13,7,9.04066
0,1,915,2627,0,2309,13,7,8.88025
0,0,3873,3753,0,0,13,7,8.88025
0,1,1042,3924,0,3555,13,6,9.1969
0,0,3873,3586,0,0,13,6,9.1969
0,1,1031,3947,0,3587,13,6,9.80713
0,0,3873,3739,0,0,13,6,9.80713
0,1,1035,3943,0,3572,13,7,9.375
0,0,3873,3598,0,0,13,7,9.375
0,1,1113,4913,0,4522,13,6,8.85533
0,0,3873,3805,0,0,13,6,8.85533
0,1,1037,3987,0,3625,13,5,9.35589
0,0,3873,3366,0,0,13,5,9.35589
0,1,1110,4637,0,4245,13,6,9.1948
0,0,3873,3551,0,0,13,6,9.1948
0,1,1052,4054,0,3680,13,6,8.9405
0,0,3873,3501,0,0,13,6,8.9405
0,1,1169,5547,0,5131,13,6,9.59815
0,0,3873,3457,0,0,13,6,9.59815
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,713,1951,2,1594,9,4,10.1445
0,0,3873,2932,0,0,9,4,10.1445
0,1,829,3336,2,2910,9,3,10.4236
0,0,3873,3782,0,0,9,3,10.4236
0,1,609,1494,1,1175,7,2,8.91903
0,0,3873,3205,0,0,7,2,8.91903
0,1,848,2993,1,2556,10,3,10.6337
0,0,3873,3794,0,0,10,3,10.6337
0,1,1283,7907,1,7220,7,3,11.8199
0,0,3873,3308,0,0,7,3,11.8199
0,1,669,1287,2,946,8,6,8.48933
0,0,3873,2096,0,0,8,6,8.48933
0,1,729,2214,1,1839,9,4,8.33783
0,0,3873,2901,0,0,9,4,8.33783
0,1,720,2018,0,1644,9,5,9.66155
0,0,3873,2566,0,0,9,5,9.66155
0,1,908,3556,0,3096,10,4,8.96363
0,0,3873,3016,0,0,10,4,8.96363
0,1,695,2635,0,2279,9,4,10.9201
0,0,3873,3495,0,0,9,4,10.9201
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,751,2101,0,1720,9,6,10.4313
0,0,3873,3149,0,0,9,6,10.4313
0,1,749,2348,1,1961,9,6,10.7505
0,0,3873,4003,0,0,9,6,10.7505
0,1,641,1481,0,1149,7,5,9.1519
0,0,3873,3382,0,0,7,5,9.1519
0,1,757,2126,0,1736,10,4,10.8489
0,0,3873,3873,0,0,10,4,10.8489
0,1,1227,6002,0,5352,7,5,12.2401
0,0,3873,3485,0,0,7,5,12.2401
0,1,646,1059,1,726,8,4,8.73007
0,0,3873,2368,0,0,8,4,8.73007
0,1,779,2096,1,1694,9,5,8.57731
0,0,3873,3167,0,0,9,5,8.57731
0,1,766,1979,1,1575,9,4,9.95211
0,0,3873,2838,0,0,9,4,9.95211
0,1,969,3574,1,3065,10,6,9.24458
0,0,3873,3225,0,0,10,6,9.24458
0,1,734,2493,0,2112,9,5,11.2831
0,0,3873,3751,0,0,9,5,11.2831
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1045,3975,3,3348,8,4,11.0154
0,0,4853,4155,0,0,8,4,11.0154
0,1,986,3681,12,3056,7,4,10.4431
0,0,4853,4895,0,0,7,4,10.4431
0,1,1463,8153,9,7228,8,4,10.0201
0,0,4853,4690,0,0,8,4,10.0201
0,1,753,1774,2,1307,7,4,9.41275
0,0,4853,4239,0,0,7,4,9.41275
0,1,1032,4226,5,3604,9,4,11.8355
0,0,4853,5454,0,0,9,4,11.8355
0,1,817,2336,10,1831,8,3,10.5269
0,0,4853,4613,0,0,8,3,10.5269
0,1,739,1646,3,1184,7,4,10.3559
0,0,4853,3987,0,0,7,4,10.3559
0,1,754,1772,2,1310,7,5,9.26774
0,0,4853,4306,0,0,7,5,9.26774
0,1,820,2203,6,1693,8,4,10.4616
0,0,4853,4235,0,0,8,4,10.4616
0,1,759,1695,6,1246,7,5,8.54024
0,0,4853,3363,0,0,7,5,8.54024
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1031,3141,6,2510,8,4,11.3544
0,0,4853,4486,0,0,8,4,11.3544
0,1,786,2013,4,1523,7,4,10.7036
0,0,4853,5149,0,0,7,4,10.7036
0,1,1223,4890,7,4121,7,6,10.3388
0,0,4853,5050,0,0,7,6,10.3388
0,1,797,1798,2,1300,7,6,9.64568
0,0,4853,4538,0,0,7,6,9.64568
0,1,1099,4163,3,3485,9,6,12.2482
0,0,4853,5688,0,0,9,6,12.2482
0,1,869,2352,0,1821,8,6,10.8652
0,0,4853,5013,0,0,8,6,10.8652
0,1,785,1746,5,1243,7,5,10.6824
0,0,4853,4331,0,0,7,5,10.6824
0,1,712,1438,3,996,7,6,9.4757
0,0,4853,4591,0,0,7,6,9.4757
0,1,870,2381,3,1844,8,5,10.7418
0,0,4853,4496,0,0,8,5,10.7418
0,1,805,1611,1,1134,7,5,8.7949
0,0,4853,3501,0,0,7,5,8.7949
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1196,4859,0,4433,13,3,10.9684
0,0,4853,4893,0,0,13,3,10.9684
0,1,1213,5388,0,4960,13,4,10.7736
0,0,4853,4690,0,0,13,4,10.7736
0,1,1523,9698,0,9151,13,5,11.1568
0,0,4853,4529,0,0,13,5,11.1568
0,1,1804,14261,0,13602,13,4,11.9403
0,0,4853,4767,0,0,13,4,11.9403
0,1,1188,5013,0,4592,13,4,11.3623
0,0,4853,4660,0,0,13,4,11.3623
0,1,1280,6358,0,5903,13,4,10.7223
0,0,4853,4829,0,0,13,4,10.7223
0,1,1196,4996,0,4575,13,4,11.3489
0,0,4853,4302,0,0,13,4,11.3489
