Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,48,16,0,0,8,1,2.42227
1,0,933,200,0,0,8,1,2.42227
1,1,43,15,0,0,7,1,2.22689
1,0,933,215,0,0,7,1,2.22689
1,1,36,12,0,0,7,1,2.15223
1,0,933,207,0,0,7,1,2.15223
1,1,59,22,0,0,7,1,2.02414
1,0,933,239,0,0,7,1,2.02414
1,1,53,18,0,0,9,1,2.58291
1,0,933,202,0,0,9,1,2.58291
1,1,50,19,0,0,8,1,2.31201
1,0,933,210,0,0,8,1,2.31201
1,1,52,19,0,0,7,1,2.25315
1,0,933,212,0,0,7,1,2.25315
1,1,73,30,0,0,7,1,2.04912
1,0,933,228,0,0,7,1,2.04912
1,1,41,14,0,0,8,1,2.25069
1,0,933,222,0,0,8,1,2.25069
1,1,61,19,0,0,7,1,1.84026
1,0,933,212,0,0,7,1,1.84026
