Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,58,9,0,0,13,1,4.83055
1,0,1913,241,0,0,13,1,4.83055
1,1,53,9,0,0,13,1,4.67694
1,0,1913,235,0,0,13,1,4.67694
1,1,53,10,0,0,13,1,4.80451
1,0,1913,240,0,0,13,1,4.80451
1,1,66,11,0,0,13,1,5.22533
1,0,1913,235,0,0,13,1,5.22533
1,1,57,9,0,0,13,1,5.01208
1,0,1913,238,0,0,13,1,5.01208
1,1,60,10,0,0,13,1,4.67359
1,0,1913,246,0,0,13,1,4.67359
1,1,57,9,0,0,13,1,4.97873
1,0,1913,238,0,0,13,1,4.97873
1,1,74,13,0,0,13,1,4.96365
1,0,1913,236,0,0,13,1,4.96365
1,1,53,9,0,0,13,1,4.68271
1,0,1913,238,0,0,13,1,4.68271
1,1,55,9,0,0,13,1,5.04908
1,0,1913,233,0,0,13,1,5.04908
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,58,10,0,0,13,1,0,4.83055
1,0,1913,238,0,0,13,1,0,4.83055
1,1,53,10,0,0,13,1,0,4.67694
1,0,1913,240,0,0,13,1,0,4.67694
1,1,53,9,0,0,13,1,0,4.80451
1,0,1913,238,0,0,13,1,0,4.80451
1,1,66,11,0,0,13,1,0,5.22533
1,0,1913,234,0,0,13,1,0,5.22533
1,1,57,10,0,0,13,1,0,5.01208
1,0,1913,241,0,0,13,1,0,5.01208
1,1,60,10,0,0,13,1,0,4.67359
1,0,1913,241,0,0,13,1,0,4.67359
1,1,57,10,0,0,13,1,0,4.97873
1,0,1913,240,0,0,13,1,0,4.97873
1,1,74,13,0,0,13,1,0,4.96365
1,0,1913,239,0,0,13,1,0,4.96365
1,1,53,9,0,0,13,1,0,4.68271
1,0,1913,245,0,0,13,1,0,4.68271
1,1,55,10,0,0,13,1,0,5.04908
1,0,1913,244,0,0,13,1,0,5.04908
