Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,69,23,0,0,8,1,7.17093
1,0,2893,615,0,0,8,1,7.17093
1,1,58,22,0,0,7,1,6.61153
1,0,2893,639,0,0,7,1,6.61153
1,1,45,16,0,0,7,1,6.37623
1,0,2893,635,0,0,7,1,6.37623
1,1,47,17,0,0,7,1,5.97051
1,0,2893,675,0,0,7,1,5.97051
1,1,86,32,0,0,9,1,7.66687
1,0,2893,603,0,0,9,1,7.66687
1,1,78,33,0,0,8,1,6.82798
1,0,2893,636,0,0,8,1,6.82798
1,1,57,21,0,0,7,1,6.67052
1,0,2893,650,0,0,7,1,6.67052
1,1,77,29,0,0,7,1,6.05844
1,0,2893,655,0,0,7,1,6.05844
1,1,61,23,0,0,8,1,6.66097
1,0,2893,636,0,0,8,1,6.66097
1,1,71,23,0,0,7,1,5.42234
1,0,2893,623,0,0,7,1,5.42234
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,69,22,0,0,8,1,0,7.17093
1,0,2893,615,0,0,8,1,0,7.17093
1,1,58,23,0,0,7,1,0,6.61153
1,0,2893,627,0,0,7,1,0,6.61153
1,1,45,16,0,0,7,1,0,6.37623
1,0,2893,627,0,0,7,1,0,6.37623
1,1,47,16,0,0,7,1,0,5.97051
1,0,2893,657,0,0,7,1,0,5.97051
1,1,86,29,0,0,9,1,0,7.66687
1,0,2893,594,0,0,9,1,0,7.66687
1,1,78,29,0,0,8,1,0,6.82798
1,0,2893,618,0,0,8,1,0,6.82798
1,1,57,20,0,0,7,1,0,6.67052
1,0,2893,640,0,0,7,1,0,6.67052
1,1,77,28,0,0,7,1,0,6.05844
1,0,2893,641,0,0,7,1,0,6.05844
1,1,61,21,0,0,8,1,0,6.66097
1,0,2893,641,0,0,8,1,0,6.66097
1,1,71,23,0,0,7,1,0,5.42234
1,0,2893,610,0,0,7,1,0,5.42234
