Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,72,21,0,0,9,1,7.71712
1,0,2893,478,0,0,9,1,7.71712
1,1,91,30,0,0,9,1,8.06243
1,0,2893,485,0,0,9,1,8.06243
1,1,38,12,0,0,7,1,6.739
1,0,2893,507,0,0,7,1,6.73673
1,1,54,15,0,0,10,1,8.04355
1,0,2893,483,0,0,10,1,8.04355
1,1,81,25,0,0,9,1,9.08195
1,0,2893,479,0,0,9,1,9.08195
1,1,59,16,0,0,8,1,6.54628
1,0,2893,487,0,0,8,1,6.54628
1,1,70,23,0,0,9,1,6.44041
1,0,2893,501,0,0,9,1,6.44041
1,1,61,19,0,0,9,1,7.50161
1,0,2893,487,0,0,9,1,7.50161
1,1,107,30,0,0,11,1,6.94374
1,0,2893,499,0,0,11,1,6.94374
1,1,64,19,0,0,9,1,8.52853
1,0,2893,477,0,0,9,1,8.42994
