Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,69,20,0,0,9,1,10.2798
1,0,3873,657,0,0,9,1,10.2798
1,1,108,34,0,0,9,1,10.7455
1,0,3873,629,0,0,9,1,10.7455
1,1,56,18,0,0,7,1,8.98469
1,0,3873,671,0,0,7,1,8.98118
1,1,64,20,0,0,10,1,10.7217
1,0,3873,669,0,0,10,1,10.7217
1,1,96,30,0,0,9,1,12.1055
1,0,3873,642,0,0,9,1,12.1055
1,1,67,19,0,0,8,1,8.72613
1,0,3873,650,0,0,8,1,8.72613
1,1,96,28,0,0,9,1,8.58717
1,0,3873,668,0,0,9,1,8.58717
1,1,63,19,0,0,9,1,10.0537
1,0,3873,651,0,0,9,1,10.0011
1,1,108,32,0,0,11,1,9.25156
1,0,3873,652,0,0,11,1,9.25156
1,1,88,30,0,0,9,1,11.2396
1,0,3873,649,0,0,9,1,11.2396
