Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,72,21,0,0,9,1,12.8458
1,0,4853,809,0,0,9,1,12.8458
1,1,117,35,0,0,9,1,13.4278
1,0,4853,815,0,0,9,1,13.4278
1,1,86,26,0,0,7,1,11.2232
1,0,4853,860,0,0,7,1,11.2232
1,1,74,21,0,0,10,1,13.4008
1,0,4853,837,0,0,10,1,13.4008
1,1,98,29,0,0,9,1,15.1265
1,0,4853,797,0,0,9,1,15.1265
1,1,79,23,0,0,8,1,10.9038
1,0,4853,812,0,0,8,1,10.9038
1,1,95,29,0,0,9,1,10.7285
1,0,4853,843,0,0,9,1,10.7285
1,1,93,30,0,0,9,1,12.4979
1,0,4853,825,0,0,9,1,12.4979
1,1,142,41,0,0,11,1,11.5658
1,0,4853,821,0,0,11,1,11.5658
1,1,92,27,0,0,9,1,14.0479
1,0,4853,808,0,0,9,1,14.0479
