Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,40,6,0,0,7,1,2.62953
1,0,553,49,0,0,7,1,2.62953
0,1,221,286,0,224,7,3,2.51991
0,0,553,125,0,0,7,3,2.51991
1,1,31,4,0,0,8,1,2.07535
1,0,553,50,0,0,8,1,2.07535
0,1,190,171,0,120,7,5,2.04619
0,0,553,113,0,0,7,5,2.04619
1,1,35,5,0,0,8,1,2.32511
1,0,553,51,0,0,8,1,2.32511
0,1,188,196,0,145,8,4,2.24844
0,0,553,122,0,0,8,4,2.24844
1,1,19,2,0,0,7,1,2.08783
1,0,553,50,0,0,7,1,2.08783
0,1,177,128,0,80,7,3,2.08059
0,0,553,90,0,0,7,3,2.08059
1,1,34,5,0,0,7,1,2.02974
1,0,553,48,0,0,7,1,2.02974
0,1,174,128,0,85,7,4,1.97665
0,0,553,101,0,0,7,4,1.97665
1,1,32,5,0,0,7,1,2.12157
1,0,553,51,0,0,7,1,2.12157
0,1,174,124,0,80,7,4,2.04629
0,0,553,96,0,0,7,4,2.04629
1,1,21,3,0,0,7,1,2.24886
1,0,553,53,0,0,7,1,2.24886
0,1,177,154,0,106,7,5,2.22261
0,0,553,110,0,0,7,5,2.22261
1,1,18,3,0,0,5,1,2.21753
1,0,553,49,0,0,5,1,2.21753
0,1,149,111,0,77,5,4,2.20824
0,0,553,113,0,0,5,4,2.20824
1,1,26,4,0,0,6,1,2.20989
1,0,553,49,0,0,6,1,2.20989
0,1,161,113,0,74,6,2,2.19957
0,0,553,107,0,0,6,2,2.19957
1,1,33,4,0,0,6,1,2.08993
1,0,553,47,0,0,6,1,2.08993
0,1,162,119,0,79,6,4,2.07122
0,0,553,106,0,0,6,4,2.07122
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,221,313,0,247,7,3,13,2.51991
0,0,553,127,0,0,7,3,0,2.51991
0,1,190,201,0,144,7,5,10,2.04619
0,0,553,123,0,0,7,5,0,2.04619
0,1,188,214,0,158,8,4,10,2.24844
0,0,553,135,0,0,8,4,0,2.24844
0,1,177,135,0,88,7,3,9,2.08059
0,0,553,104,0,0,7,3,0,2.08059
0,1,174,142,0,95,7,4,9,1.97665
0,0,553,109,0,0,7,4,0,1.97665
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,221,319,0,253,7,3,13,2.51991
0,0,553,130,0,0,7,3,0,2.51991
0,1,190,196,0,140,7,5,10,2.04619
0,0,553,133,0,0,7,5,0,2.04619
0,1,188,218,0,164,8,4,10,2.24844
0,0,553,137,0,0,8,4,0,2.24844
0,1,177,143,0,93,7,3,9,2.08059
0,0,553,99,0,0,7,3,0,2.08059
0,1,174,147,0,98,7,4,9,1.97665
0,0,553,114,0,0,7,4,0,1.97665
