Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,47,14,0,0,9,1,5.15139
1,0,1913,317,0,0,9,1,5.15139
1,1,63,21,0,0,9,1,5.38049
1,0,1913,310,0,0,9,1,5.38049
1,1,65,22,0,0,7,1,4.49651
1,0,1913,334,0,0,7,1,4.49651
1,1,44,13,0,0,10,1,5.36515
1,0,1913,316,0,0,10,1,5.36515
1,1,53,16,0,0,9,1,6.05878
1,0,1913,325,0,0,9,1,6.05878
1,1,41,12,0,0,8,1,4.4024
1,0,1913,319,0,0,8,1,4.37009
1,1,85,25,0,0,9,1,4.30329
1,0,1913,327,0,0,9,1,4.30329
1,1,61,18,0,0,9,1,5.00898
1,0,1913,329,0,0,9,1,5.00898
1,1,70,21,0,0,11,1,4.63429
1,0,1913,322,0,0,11,1,4.63429
1,1,62,19,0,0,9,1,5.63219
1,0,1913,312,0,0,9,1,5.63219
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,47,15,0,0,9,1,0,5.15139
1,0,1913,321,0,0,9,1,0,5.15139
1,1,63,20,0,0,9,1,0,5.38049
1,0,1913,328,0,0,9,1,0,5.38049
1,1,65,20,0,0,7,1,0,4.49651
1,0,1913,343,0,0,7,1,0,4.49651
1,1,44,13,0,0,10,1,0,5.36515
1,0,1913,333,0,0,10,1,0,5.36515
1,1,53,18,0,0,9,1,0,6.05878
1,0,1913,318,0,0,9,1,0,6.05878
1,1,41,13,0,0,8,1,0,4.4024
1,0,1913,337,0,0,8,1,0,4.37009
1,1,85,25,0,0,9,1,0,4.30329
1,0,1913,337,0,0,9,1,0,4.30329
1,1,61,20,0,0,9,1,0,5.00898
1,0,1913,329,0,0,9,1,0,5.00898
1,1,70,21,0,0,11,1,0,4.63429
1,0,1913,331,0,0,11,1,0,4.63429
1,1,62,19,0,0,9,1,0,5.63219
1,0,1913,328,0,0,9,1,0,5.63219
