Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,41,3,0,0,9,1,4.48088
1,0,1133,73,0,0,9,1,4.48088
0,1,391,390,0,320,9,6,4.27451
0,0,1133,275,0,0,9,6,4.27451
1,1,59,5,0,0,9,1,4.35288
1,0,1133,78,0,0,9,1,4.35288
0,1,393,407,0,332,9,7,4.21818
0,0,1133,278,0,0,9,7,4.21818
1,1,29,2,0,0,9,1,4.9163
1,0,1133,72,0,0,9,1,4.9163
0,1,647,1285,0,1156,9,5,4.77962
0,0,1133,287,0,0,9,5,4.77962
1,1,39,3,0,0,9,1,4.34427
1,0,1133,77,0,0,9,1,4.34427
0,1,494,642,0,547,9,6,4.19955
0,0,1133,279,0,0,9,6,4.19955
1,1,32,2,0,0,9,1,4.24718
1,0,1133,75,0,0,9,1,4.24718
0,1,495,603,0,507,9,6,4.10783
0,0,1133,256,0,0,9,6,4.10783
1,1,54,4,0,0,9,1,4.00406
1,0,1133,75,0,0,9,1,4.00406
0,1,398,364,0,286,9,6,3.78664
0,0,1133,248,0,0,9,6,3.78664
1,1,48,4,0,0,9,1,4.29489
1,0,1133,76,0,0,9,1,4.29489
0,1,496,645,0,553,9,6,4.10204
0,0,1133,260,0,0,9,6,4.10204
1,1,68,5,0,0,9,1,4.71144
1,0,1133,74,0,0,9,1,4.71144
0,1,388,368,0,298,9,6,4.41629
0,0,1133,277,0,0,9,6,4.41629
1,1,62,6,0,0,9,1,4.34389
1,0,1133,74,0,0,9,1,4.34389
0,1,395,378,0,303,9,6,4.09187
0,0,1133,247,0,0,9,6,4.09187
1,1,62,5,0,0,9,1,4.9815
1,0,1133,75,0,0,9,1,4.9815
0,1,387,384,0,310,9,6,4.62689
0,0,1133,281,0,0,9,6,4.62689
