Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,46,15,0,0,9,1,5.4326
1,0,1913,348,0,0,9,1,5.4326
1,1,50,17,0,0,9,1,5.72755
1,0,1913,337,0,0,9,1,5.72755
1,1,52,16,0,0,7,1,4.67834
1,0,1913,364,0,0,7,1,4.67834
1,1,46,14,0,0,10,1,5.52545
1,0,1913,349,0,0,10,1,5.52545
1,1,63,19,0,0,8,1,6.34063
1,0,1913,334,0,0,8,1,6.34063
1,1,37,11,0,0,8,1,4.61803
1,0,1913,361,0,0,8,1,4.61803
1,1,56,17,0,0,9,1,4.59385
1,0,1913,365,0,0,9,1,4.59385
1,1,54,16,0,0,9,1,5.33057
1,0,1913,355,0,0,9,1,5.33057
1,1,65,18,0,0,11,1,4.87037
1,0,1913,343,0,0,11,1,4.87037
1,1,68,21,0,0,9,1,6.05039
1,0,1913,334,0,0,9,1,6.05039
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,46,15,0,0,9,1,0,5.4326
1,0,1913,352,0,0,9,1,0,5.4326
1,1,50,18,0,0,9,1,0,5.72755
1,0,1913,353,0,0,9,1,0,5.72755
1,1,52,18,0,0,7,1,0,4.67834
1,0,1913,366,0,0,7,1,0,4.67834
1,1,46,16,0,0,10,1,0,5.52545
1,0,1913,358,0,0,10,1,0,5.52545
1,1,63,19,0,0,8,1,0,6.34063
1,0,1913,364,0,0,8,1,0,6.34063
1,1,37,11,0,0,8,1,0,4.61803
1,0,1913,359,0,0,8,1,0,4.61803
1,1,56,16,0,0,9,1,0,4.59385
1,0,1913,369,0,0,9,1,0,4.59385
1,1,54,17,0,0,9,1,0,5.33057
1,0,1913,366,0,0,9,1,0,5.33057
1,1,65,19,0,0,11,1,0,4.87037
1,0,1913,355,0,0,11,1,0,4.87037
1,1,68,22,0,0,9,1,0,6.05039
1,0,1913,348,0,0,9,1,0,6.05039
