Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,75,25,0,0,8,1,11.9223
1,0,4853,1027,0,0,8,1,11.9223
1,1,73,27,0,0,7,1,11.0073
1,0,4853,1089,0,0,7,1,11.0073
1,1,68,26,0,0,7,1,10.6178
1,0,4853,1080,0,0,7,1,10.6178
1,1,73,29,0,0,7,1,9.93988
1,0,4853,1130,0,0,7,1,9.93988
1,1,115,46,0,0,9,1,12.7674
1,0,4853,1026,0,0,9,1,12.7674
1,1,85,35,0,0,8,1,11.3635
1,0,4853,1073,0,0,8,1,11.3635
1,1,82,30,0,0,7,1,11.1106
1,0,4853,1104,0,0,7,1,11.1106
1,1,105,42,0,0,7,1,10.0884
1,0,4853,1117,0,0,7,1,10.0884
1,1,76,27,0,0,8,1,11.0863
1,0,4853,1084,0,0,8,1,11.0863
1,1,78,30,0,0,7,1,9.01943
1,0,4853,1060,0,0,7,1,9.01943
