Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,37,4,0,0,9,1,2.13084
1,0,553,35,0,0,9,1,2.13084
0,1,205,220,0,181,9,6,2.07296
0,0,553,115,0,0,9,6,2.07296
1,1,32,3,0,0,9,1,2.08082
1,0,553,39,0,0,9,1,2.08082
0,1,264,396,0,345,9,6,2.06142
0,0,553,119,0,0,9,6,2.06142
1,1,27,3,0,0,9,1,2.3605
1,0,553,38,0,0,9,1,2.3605
0,1,314,650,0,587,9,5,2.33291
0,0,553,126,0,0,9,5,2.33291
1,1,26,3,0,0,9,1,2.07325
1,0,553,35,0,0,9,1,2.07325
0,1,279,441,0,385,9,4,2.05529
0,0,553,122,0,0,9,4,2.05529
1,1,34,5,0,0,9,1,2.03172
1,0,553,35,0,0,9,1,2.03172
0,1,247,312,0,262,9,4,2.00246
0,0,553,105,0,0,9,4,2.00246
1,1,36,3,0,0,9,1,1.89246
1,0,553,34,0,0,9,1,1.89246
0,1,208,188,0,149,9,5,1.85024
0,0,553,101,0,0,9,5,1.85024
1,1,37,3,0,0,9,1,2.03981
1,0,553,37,0,0,9,1,2.03981
0,1,248,317,0,269,9,4,2.00559
0,0,553,109,0,0,9,4,2.00559
1,1,38,3,0,0,9,1,2.20622
1,0,553,34,0,0,9,1,2.20622
0,1,203,186,0,150,9,5,2.14724
0,0,553,112,0,0,9,5,2.14724
1,1,47,4,0,0,9,1,2.04432
1,0,553,34,0,0,9,1,2.04432
0,1,205,205,0,168,9,4,1.99726
0,0,553,103,0,0,9,4,1.99726
1,1,44,4,0,0,9,1,2.33137
1,0,553,34,0,0,9,1,2.33137
0,1,314,568,0,507,9,4,2.25452
0,0,553,112,0,0,9,4,2.25452
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,205,238,0,196,9,6,11,2.07296
0,0,553,124,0,0,9,6,0,2.07296
0,1,264,428,0,370,9,6,15,2.06142
0,0,553,125,0,0,9,6,0,2.06142
0,1,314,690,0,621,9,5,19,2.33291
0,0,553,133,0,0,9,5,0,2.33291
0,1,279,468,0,409,9,4,16,2.05529
0,0,553,125,0,0,9,4,0,2.05529
0,1,247,343,0,292,9,4,14,2.00246
0,0,553,125,0,0,9,4,0,2.00246
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,205,244,0,201,9,6,11,2.07296
0,0,553,125,0,0,9,6,0,2.07296
0,1,264,438,0,381,9,6,15,2.06142
0,0,553,138,0,0,9,6,0,2.06142
0,1,314,715,0,644,9,5,19,2.33291
0,0,553,136,0,0,9,5,0,2.33291
0,1,279,491,0,426,9,4,16,2.05529
0,0,553,132,0,0,9,4,0,2.05529
0,1,247,355,0,305,9,4,14,2.00246
0,0,553,135,0,0,9,4,0,2.00246
