Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,65,22,0,0,8,1,8.93732
1,0,3873,763,0,0,8,1,8.93732
1,1,66,24,0,0,7,1,8.41543
1,0,3873,797,0,0,7,1,8.41543
1,1,67,24,0,0,8,1,8.10198
1,0,3873,799,0,0,8,1,8.10198
1,1,59,21,0,0,7,1,7.60612
1,0,3873,825,0,0,7,1,7.60612
1,1,68,24,0,0,9,1,9.63374
1,0,3873,752,0,0,9,1,9.63374
1,1,77,34,0,0,8,1,8.57832
1,0,3873,792,0,0,8,1,8.57832
1,1,75,26,0,0,7,1,8.40286
1,0,3873,795,0,0,7,1,8.40286
1,1,89,35,0,0,7,1,7.62254
1,0,3873,803,0,0,7,1,7.62254
1,1,50,18,0,0,8,1,8.4039
1,0,3873,791,0,0,8,1,8.4039
1,1,68,22,0,0,7,1,6.88491
1,0,3873,773,0,0,7,1,6.88491
