Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,33,9,0,0,9,1,2.74361
1,0,933,169,0,0,9,1,2.74361
1,1,37,11,0,0,9,1,2.88502
1,0,933,176,0,0,9,1,2.88502
1,1,46,15,0,0,7,1,2.35772
1,0,933,184,0,0,7,1,2.35772
1,1,21,5,0,0,10,1,2.76823
1,0,933,173,0,0,10,1,2.76823
1,1,45,15,0,0,8,1,3.17715
1,0,933,166,0,0,8,1,3.17715
1,1,52,14,0,0,8,1,2.34755
1,0,933,171,0,0,8,1,2.34755
1,1,54,15,0,0,9,1,2.31591
1,0,933,185,0,0,9,1,2.31591
1,1,42,13,0,0,9,1,2.68867
1,0,933,172,0,0,9,1,2.68867
1,1,51,15,0,0,11,1,2.45755
1,0,933,176,0,0,11,1,2.45755
1,1,47,14,0,0,9,1,3.06807
1,0,933,166,0,0,9,1,3.06807
