Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,69,25,0,0,8,1,11.1649
1,0,4853,956,0,0,8,1,11.1649
1,1,77,30,0,0,7,1,10.5181
1,0,4853,1010,0,0,7,1,10.5181
1,1,69,25,0,0,8,1,10.1265
1,0,4853,993,0,0,8,1,10.1265
1,1,66,27,0,0,7,1,9.50535
1,0,4853,1040,0,0,7,1,9.50535
1,1,89,34,0,0,9,1,12.0425
1,0,4853,973,0,0,9,1,12.0425
1,1,74,30,0,0,8,1,10.7188
1,0,4853,1056,0,0,8,1,10.7188
1,1,71,27,0,0,7,1,10.4986
1,0,4853,1043,0,0,7,1,10.4986
1,1,100,41,0,0,7,1,9.52661
1,0,4853,1059,0,0,7,1,9.52661
1,1,54,20,0,0,8,1,10.4995
1,0,4853,1016,0,0,8,1,10.4995
1,1,68,24,0,0,7,1,8.60215
1,0,4853,960,0,0,7,1,8.60215
