Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,37,6,0,0,6,1,5.04128
1,0,1133,106,0,0,6,1,5.04128
0,1,266,228,0,152,6,3,4.94074
0,0,1133,283,0,0,6,3,4.94074
1,1,42,7,0,0,5,1,4.70035
1,0,1133,118,0,0,5,1,4.70035
0,1,244,183,0,106,5,4,4.59318
0,0,1133,259,0,0,5,4,4.59318
1,1,41,6,0,0,4,1,3.64819
1,0,1133,114,0,0,4,1,3.64819
0,1,214,108,0,46,4,2,3.57122
0,0,1133,185,0,0,4,2,3.57122
1,1,31,7,0,0,5,1,4.44915
1,0,1133,124,0,0,5,1,4.44915
0,1,240,201,0,124,5,4,4.39114
0,0,1133,266,0,0,5,4,4.39114
1,1,43,8,0,0,6,1,5.09698
1,0,1133,117,0,0,6,1,5.09698
0,1,269,223,0,140,6,3,5.0586
0,0,1133,280,0,0,6,3,5.0586
1,1,32,6,0,0,5,1,4.59134
1,0,1133,113,0,0,5,1,4.59134
0,1,239,172,0,99,5,3,4.40558
0,0,1133,250,0,0,5,3,4.40558
1,1,55,10,0,0,4,1,4.144
1,0,1133,120,0,0,4,1,4.144
0,1,213,134,0,65,4,2,4.05555
0,0,1133,206,0,0,4,2,4.05555
1,1,34,6,0,0,5,1,4.70954
1,0,1133,120,0,0,5,1,4.70954
0,1,244,209,0,134,5,4,4.65632
0,0,1133,280,0,0,5,4,4.65632
1,1,26,6,0,0,6,1,4.85364
1,0,1133,122,0,0,6,1,4.85364
0,1,275,250,0,158,6,5,4.82163
0,0,1133,295,0,0,6,5,4.82163
1,1,48,8,0,0,5,1,4.7882
1,0,1133,116,0,0,5,1,4.7882
0,1,241,189,0,119,5,4,4.6462
0,0,1133,270,0,0,5,4,4.6462
