Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,69,24,0,0,8,1,9.54415
1,0,3873,805,0,0,8,1,9.54415
1,1,68,25,0,0,7,1,8.80891
1,0,3873,871,0,0,7,1,8.80891
1,1,73,26,0,0,7,1,8.50018
1,0,3873,850,0,0,7,1,8.50018
1,1,71,28,0,0,7,1,7.95804
1,0,3873,909,0,0,7,1,7.95804
1,1,82,29,0,0,9,1,10.2121
1,0,3873,839,0,0,9,1,10.2121
1,1,70,25,0,0,8,1,9.09078
1,0,3873,862,0,0,8,1,9.09078
1,1,69,26,0,0,7,1,8.89005
1,0,3873,884,0,0,7,1,8.89005
1,1,78,29,0,0,7,1,8.06961
1,0,3873,892,0,0,7,1,8.06961
1,1,60,22,0,0,8,1,8.87119
1,0,3873,867,0,0,8,1,8.87119
1,1,71,24,0,0,7,1,7.21747
1,0,3873,830,0,0,7,1,7.21747
