Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,45,7,0,0,6,1,5.41912
1,0,1133,120,0,0,6,1,5.41912
0,1,280,263,0,179,6,5,5.12749
0,0,1133,314,0,0,6,5,5.12749
1,1,61,11,0,0,5,1,4.96423
1,0,1133,126,0,0,5,1,4.96423
0,1,255,196,0,111,5,5,4.69985
0,0,1133,294,0,0,5,5,4.69985
1,1,59,9,0,0,4,1,3.93586
1,0,1133,127,0,0,4,1,3.93586
0,1,227,113,0,43,4,4,3.68757
0,0,1133,205,0,0,4,4,3.68757
1,1,37,7,0,0,5,1,4.73938
1,0,1133,135,0,0,5,1,4.73938
0,1,255,194,0,112,5,4,4.51048
0,0,1133,316,0,0,5,4,4.51048
1,1,35,6,0,0,6,1,5.31717
1,0,1133,124,0,0,6,1,5.31717
0,1,285,288,0,191,6,6,5.21861
0,0,1133,295,0,0,6,6,5.21861
1,1,44,8,0,0,5,1,4.91403
1,0,1133,136,0,0,5,1,4.91403
0,1,258,203,0,113,5,5,4.50068
0,0,1133,360,0,0,5,5,4.50068
1,1,53,11,0,0,4,1,4.45541
1,0,1133,154,0,0,4,1,4.45541
0,1,224,162,0,83,4,4,4.19045
0,0,1133,312,0,0,4,4,4.19045
1,1,37,7,0,0,5,1,4.9498
1,0,1133,133,0,0,5,1,4.9498
0,1,255,203,0,120,5,5,4.79234
0,0,1133,304,0,0,5,5,4.79234
1,1,35,7,0,0,6,1,5.0151
1,0,1133,133,0,0,6,1,5.0151
0,1,288,260,0,163,6,4,4.92715
0,0,1133,310,0,0,6,4,4.92715
1,1,49,9,0,0,5,1,5.09564
1,0,1133,121,0,0,5,1,5.09564
0,1,256,181,0,102,5,4,4.75898
0,0,1133,298,0,0,5,4,4.75898
