Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,41,15,0,0,9,1,2.59431
1,0,933,159,0,0,9,1,2.59431
1,1,63,22,0,0,9,1,2.71468
1,0,933,164,0,0,9,1,2.71468
1,1,40,13,0,0,7,1,2.25967
1,0,933,167,0,0,7,1,2.25967
1,1,30,9,0,0,10,1,2.68893
1,0,933,158,0,0,10,1,2.68893
1,1,54,16,0,0,9,1,3.05615
1,0,933,158,0,0,9,1,3.05615
1,1,36,10,0,0,8,1,2.1946
1,0,933,164,0,0,8,1,2.1946
1,1,72,22,0,0,9,1,2.17339
1,0,933,172,0,0,9,1,2.17339
1,1,53,19,0,0,9,1,2.52173
1,0,933,170,0,0,9,1,2.52173
1,1,45,13,0,0,11,1,2.33363
1,0,933,156,0,0,11,1,2.33363
1,1,45,13,0,0,9,1,2.83563
1,0,933,159,0,0,9,1,2.83563
