Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,44,15,0,0,8,1,58,4.48131
1,1,40,14,0,0,7,1,48,4.21342
1,1,47,16,0,0,8,1,56,4.05996
1,1,42,15,0,0,7,1,55,3.80876
1,1,52,19,0,0,9,1,60,4.82904
1,1,60,22,0,0,8,1,79,4.29745
1,1,44,17,0,0,7,1,53,4.20665
1,1,76,27,0,0,7,1,92,3.81897
1,1,39,14,0,0,8,1,55,4.20992
1,1,46,15,0,0,7,1,56,3.44961
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,58,20,0,0,8,1,72,4.79135
1,1,53,22,0,0,7,1,67,4.41775
1,1,57,20,0,0,7,1,84,4.26586
1,1,46,17,0,0,7,1,58,3.98685
1,1,80,28,0,0,9,1,96,5.1235
1,1,48,20,0,0,8,1,56,4.55702
1,1,54,21,0,0,7,1,65,4.4599
1,1,62,23,0,0,7,1,75,4.04584
1,1,39,14,0,0,8,1,45,4.44914
1,1,52,17,0,0,7,1,61,3.62161
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,51,10,0,0,13,1,66,4.50042
1,1,42,8,0,0,13,1,56,4.40475
1,1,55,13,0,0,13,1,66,4.54227
1,1,57,11,0,0,13,1,72,4.9047
1,1,59,12,0,0,13,1,73,4.66926
1,1,59,11,0,0,13,1,74,4.38549
1,1,78,16,0,0,13,1,94,4.71815
1,1,46,8,0,0,13,1,57,4.62246
1,1,44,8,0,0,13,1,53,4.41738
1,1,48,9,0,0,13,1,59,4.75197
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,58,10,0,0,13,1,72,4.83055
1,1,53,12,0,0,13,1,65,4.67694
1,1,53,9,0,0,13,1,65,4.80451
1,1,66,12,0,0,13,1,73,5.22533
1,1,57,11,0,0,13,1,71,5.01208
1,1,60,12,0,0,13,1,72,4.67359
1,1,57,10,0,0,13,1,74,4.97873
1,1,74,15,0,0,13,1,86,4.96365
1,1,53,9,0,0,13,1,64,4.68271
1,1,55,10,0,0,13,1,72,5.04908
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,47,14,0,0,9,1,58,5.15139
1,1,63,21,0,0,9,1,74,5.38049
1,1,65,23,0,0,7,1,84,4.49651
1,1,44,14,0,0,10,1,57,5.36515
1,1,53,17,0,0,9,1,60,6.05878
1,1,41,12,0,0,8,1,55,4.4024
1,1,85,26,0,0,9,1,125,4.30329
1,1,61,20,0,0,9,1,78,5.00898
1,1,70,19,0,0,11,1,78,4.63429
1,1,62,19,0,0,9,1,83,5.63219
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,46,14,0,0,9,1,53,5.4326
1,1,50,17,0,0,9,1,62,5.72755
1,1,52,17,0,0,7,1,61,4.67834
1,1,46,13,0,0,10,1,65,5.52545
1,1,63,19,0,0,8,1,69,6.34063
1,1,37,11,0,0,8,1,41,4.61803
1,1,56,17,0,0,9,1,67,4.59385
1,1,54,16,0,0,9,1,69,5.33057
