Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
1,1,66,11,0,0,13,1,7.22662
1,0,2893,366,0,0,13,1,7.22662
1,1,60,10,0,0,13,1,6.99888
1,0,2893,363,0,0,13,1,6.99888
1,1,69,11,0,0,13,1,7.19955
1,0,2893,355,0,0,13,1,7.19955
1,1,94,17,0,0,13,1,7.82651
1,0,2893,356,0,0,13,1,7.82651
1,1,72,14,0,0,13,1,7.50618
1,0,2893,362,0,0,13,1,7.50618
1,1,67,12,0,0,13,1,6.9904
1,0,2893,368,0,0,13,1,6.9904
1,1,64,11,0,0,13,1,7.44678
1,0,2893,362,0,0,13,1,7.44678
1,1,89,15,0,0,13,1,7.43117
1,0,2893,361,0,0,13,1,7.43117
1,1,69,12,0,0,13,1,7.01483
1,0,2893,366,0,0,13,1,7.01483
1,1,67,11,0,0,13,1,7.55399
1,0,2893,364,0,0,13,1,7.55399
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,66,11,0,0,13,1,0,7.22662
1,0,2893,366,0,0,13,1,0,7.22662
1,1,60,10,0,0,13,1,0,6.99888
1,0,2893,354,0,0,13,1,0,6.99888
1,1,69,12,0,0,13,1,0,7.19955
