Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,43,15,0,0,8,1,57,4.48131
1,1,34,13,0,0,7,1,42,4.21342
1,1,47,17,0,0,8,1,56,4.05996
1,1,41,14,0,0,7,1,54,3.80876
1,1,50,17,0,0,9,1,58,4.82904
1,1,35,12,0,0,8,1,44,4.32742
1,1,43,15,0,0,7,1,52,4.20665
1,1,75,28,0,0,7,1,91,3.81897
1,1,39,15,0,0,8,1,55,4.20992
1,1,48,16,0,0,7,1,58,3.44961
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,55,21,0,0,8,1,69,4.79135
1,1,52,20,0,0,7,1,66,4.41775
1,1,56,21,0,0,7,1,83,4.26586
1,1,43,15,0,0,7,1,55,3.98685
1,1,78,27,0,0,9,1,94,5.1235
1,1,47,19,0,0,8,1,55,4.55702
1,1,44,19,0,0,7,1,55,4.4599
1,1,61,24,0,0,7,1,74,4.04584
1,1,40,14,0,0,8,1,46,4.44914
1,1,51,18,0,0,7,1,60,3.62161
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,49,9,0,0,13,1,64,4.50042
1,1,42,8,0,0,13,1,56,4.40475
1,1,55,9,0,0,13,1,66,4.54227
1,1,57,10,0,0,13,1,72,4.9047
1,1,38,8,0,0,13,1,48,4.69428
1,1,57,11,0,0,13,1,72,4.38549
1,1,77,14,0,0,13,1,93,4.71815
1,1,71,13,0,0,13,1,89,4.61521
1,1,43,9,0,0,13,1,52,4.41738
1,1,48,10,0,0,13,1,59,4.75197
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,57,10,0,0,13,1,71,4.83055
1,1,52,9,0,0,13,1,64,4.67694
1,1,51,9,0,0,13,1,63,4.80451
1,1,63,12,0,0,13,1,70,5.22533
1,1,53,9,0,0,13,1,67,5.01208
1,1,59,10,0,0,13,1,71,4.67359
1,1,55,13,0,0,13,1,72,4.97873
1,1,70,11,0,0,13,1,82,4.96365
1,1,52,10,0,0,13,1,63,4.68271
1,1,50,8,0,0,13,1,67,5.04908
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,44,14,0,0,9,1,55,5.15139
1,1,63,20,0,0,9,1,74,5.38049
1,1,65,21,0,0,7,1,84,4.49651
1,1,43,14,0,0,10,1,56,5.36515
1,1,52,16,0,0,9,1,59,6.05878
1,1,47,15,0,0,8,1,63,4.37009
1,1,84,27,0,0,9,1,124,4.30329
1,1,60,19,0,0,9,1,77,5.00898
1,1,70,23,0,0,11,1,78,4.63429
1,1,61,20,0,0,9,1,82,5.63219
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,41,14,0,0,9,1,48,5.4326
1,1,48,15,0,0,9,1,60,5.72755
1,1,51,15,0,0,7,1,60,4.67834
1,1,35,11,0,0,10,1,41,5.56957
1,1,58,19,0,0,8,1,64,6.34063
1,1,29,10,0,0,8,1,33,4.61803
1,1,54,17,0,0,9,1,65,4.59385
1,1,51,18,0,0,9,1,66,5.33057
1,1,63,19,0,0,11,1,80,4.87037
1,1,62,20,0,0,9,1,84,6.05039
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,56,22,0,0,8,1,73,6.7089
1,1,52,22,0,0,7,1,67,6.31439
1,1,58,21,0,0,8,1,72,6.08196
1,1,41,15,0,0,7,1,49,5.70694
1,1,62,23,0,0,9,1,79,7.23189
1,1,54,19,0,0,8,1,65,6.43454
1,1,66,23,0,0,7,1,97,6.36396
1,1,79,28,0,0,7,1,89,5.71853
1,1,42,16,0,0,8,1,57,6.30378
1,1,58,22,0,0,7,1,71,5.1668
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,63,22,0,0,8,1,83,7.17093
1,1,55,20,0,0,7,1,64,6.61153
1,1,40,15,0,0,7,1,48,6.37623
1,1,37,14,0,0,7,1,47,5.97051
1,1,79,33,0,0,9,1,105,7.66687
1,1,73,27,0,0,8,1,88,6.82798
1,1,45,17,0,0,7,1,56,6.67052
1,1,51,19,0,0,7,1,62,6.05844
1,1,60,22,0,0,8,1,81,6.66097
1,1,68,23,0,0,7,1,90,5.42234
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,65,13,0,0,13,1,78,6.73973
1,1,47,9,0,0,13,1,60,6.59621
1,1,59,11,0,0,13,1,75,6.80396
1,1,77,15,0,0,13,1,95,7.349
1,1,66,11,0,0,13,1,83,6.99499
1,1,68,12,0,0,13,1,90,6.56708
1,1,109,19,0,0,13,1,140,7.06955
1,1,83,14,0,0,13,1,99,6.91197
1,1,59,12,0,0,13,1,76,6.61951
1,1,62,11,0,0,13,1,78,7.11762
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,61,13,0,0,13,1,70,7.22662
1,1,59,10,0,0,13,1,73,6.99888
1,1,63,13,0,0,13,1,80,7.19955
1,1,89,18,0,0,13,1,102,7.82651
1,1,66,11,0,0,13,1,86,7.50618
1,1,63,11,0,0,13,1,81,6.9904
